psu_id,priority_level,mapgrid_nr,lat_degrees,lon_degrees,strat,prot,mpa_nr,psu_depth,subregion_nr,habitat_cd,depth_class,rugosity_class,strat_nr
2265,1,679593,24.7235995,-82.7892621,DT05,2,0,16.4,4,ISOL_LR,D2,R3,15
2266,1,369128,24.5982191,-82.9953313,DT05,2,0,21.9,4,REEF_MR,D2,R4,15
2267,1,260113,24.562707,-82.9143167,DT05,2,0,13.8,4,CONT_LR,D2,R4,15
2268,1,675093,24.7204283,-82.7902052,DT05,2,0,14.3,4,CONT_LR,D2,R3,15
2269,1,580524,24.6625161,-82.8382826,DT05,2,26,15.5,4,CONT_LR,D2,R3,16
2270,1,397533,24.6072804,-82.9584445,DT05,2,26,16.7,4,ISOL_HR,D2,R4,16
2271,1,320986,24.5832772,-82.9644884,DT05,2,26,13.8,4,CONT_LR,D2,R3,16
2272,1,472190,24.631388,-82.7993053,DT05,2,26,16.2,4,SPGR_LR,D2,R4,16
2273,1,619770,24.6831656,-82.8840391,DT05,2,26,14.6,4,CONT_HR,D2,R3,16
2274,1,662323,24.7108636,-82.8711133,DT05,2,26,13.2,4,CONT_LR,D2,R3,16
2275,1,660953,24.7098745,-82.8780168,DT05,2,26,13,4,CONT_LR,D2,R3,16
2276,1,662318,24.7108328,-82.8735837,DT05,2,26,12.3,4,CONT_LR,D2,R3,16
2277,1,510699,24.6419689,-82.8572438,DT05,2,26,18.2,4,ISOL_MR,D2,R4,16
2278,1,402078,24.60896,-82.9332892,DT05,2,26,17.3,4,ISOL_HR,D2,R3,16
2279,1,540142,24.6496295,-82.9299639,DT05,2,26,13.4,4,CONT_LR,D2,R3,16
2280,1,576188,24.6610287,-82.8491283,DT05,2,26,12.6,4,ISOL_MR,D2,R3,16
2281,1,439878,24.6204327,-82.9186516,DT05,2,26,18.6,4,ISOL_MR,D2,R3,16
2282,1,394593,24.6067351,-82.9307863,DT05,2,26,15.1,4,ISOL_MR,D2,R3,16
2283,1,604313,24.6728301,-82.9159946,DT05,2,26,12.5,4,CONT_LR,D2,R3,16
2284,1,396067,24.6070339,-82.9426408,DT05,2,26,13.6,4,ISOL_MR,D2,R3,16
2285,1,675595,24.7200132,-82.861366,DT05,2,26,16.2,4,CONT_LR,D2,R3,16
2286,1,533880,24.6477353,-82.9368495,DT05,2,26,14.3,4,CONT_LR,D2,R3,16
2287,1,411094,24.6116425,-82.9353056,DT05,2,26,17.2,4,ISOL_HR,D2,R4,16
2288,1,523262,24.6463417,-82.7945803,DT05,2,26,12.5,4,CONT_LR,D2,R3,16
2289,1,636713,24.6946278,-82.8333184,DT05,2,26,12.1,4,REEF_MR,D2,R3,16
2290,1,650621,24.702993,-82.886808,DT05,2,26,14.3,4,ISOL_MR,D2,R4,16
2291,1,652026,24.704001,-82.8784228,DT05,2,26,15.6,4,CONT_LR,D2,R3,16
2292,1,524540,24.6450782,-82.9328573,DT05,2,26,14.3,4,CONT_LR,D2,R3,16
2293,1,635144,24.6927323,-82.9128403,DT05,2,26,13.1,4,CONT_LR,D2,R3,16
2294,1,665015,24.7126689,-82.8711403,DT05,2,26,13.3,4,CONT_LR,D2,R3,16
2295,1,388578,24.6047837,-82.9421123,DT05,2,26,15.2,4,ISOL_MR,D2,R3,16
2296,1,615080,24.6812136,-82.785198,DT05,2,26,13.1,4,ISOL_MR,D2,R3,16
2297,1,211744,24.5438174,-82.9441334,DT06,2,0,21.7,4,ISOL_MR,D2,RU,17
2298,1,695400,24.7353051,-82.791901,DT06,2,0,20.7,4,CONT_MR,D2,RU,17
2299,1,252696,24.559639,-82.9424032,DT06,2,0,19.6,4,CONT_LR,D2,RU,17
2300,1,691327,24.7320687,-82.7982801,DT06,2,0,19.1,4,CONT_HR,D2,RU,17
2301,1,240683,24.5553978,-82.9211153,DT06,2,0,17.8,4,CONT_MR,D2,RU,17
2302,1,239413,24.5544381,-82.9605839,DT06,2,0,18.5,4,CONT_MR,D2,RU,17
2303,1,251495,24.559283,-82.9349943,DT06,2,0,14.9,4,CONT_LR,D2,RU,17
2304,1,219693,24.5471352,-82.9318468,DT06,2,0,20.1,4,CONT_LR,D2,RU,17
2305,1,671196,24.7178554,-82.7788015,DT06,2,0,21.2,4,CONT_LR,D2,RU,17
2306,1,271275,24.5664152,-82.942014,DT06,2,0,19.8,4,CONT_LR,D2,RU,17
2307,1,580337,24.6613574,-82.9306383,DT06,2,26,20.7,4,CONT_HR,D2,RU,18
2308,1,566758,24.6572384,-82.9350204,DT06,2,26,21.6,4,CONT_HR,D2,RU,18
2309,1,678887,24.7227434,-82.8228573,DT06,2,26,16.1,4,CONT_MR,D2,RU,18
2310,1,617798,24.6825799,-82.8217786,DT06,2,26,12.6,4,CONT_LR,D2,RU,18
2311,1,601481,24.6708985,-82.9258452,DT06,2,26,21,4,CONT_HR,D2,RU,18
2312,1,676209,24.7202674,-82.8771844,DT06,2,26,20.4,4,CONT_MR,D2,RU,18
2313,1,648451,24.7011114,-82.9282861,DT06,2,26,19.1,4,CONT_LR,D2,RU,18
2314,1,656775,24.7066538,-82.9184886,DT06,2,26,19.2,4,CONT_LR,D2,RU,18
2315,1,558896,24.6549053,-82.9409116,DT06,2,26,20.6,4,CONT_MR,D2,RU,18
2316,1,666296,24.713205,-82.9003047,DT06,2,26,20.5,4,CONT_LR,D2,RU,18
2317,1,290478,24.5736703,-82.9041172,DT06,2,26,21.4,4,CONT_LR,D2,RU,18
2318,1,462769,24.6273094,-82.9103615,DT06,2,26,20.6,4,ISOL_MR,D2,RU,18
2319,1,465711,24.6274605,-82.9686354,DT07,2,0,22.7,4,CONT_LR,D3,R1,19
2320,1,477991,24.6310192,-82.9726419,DT07,2,0,26,4,CONT_LR,D3,R2,19
2321,1,458048,24.6250939,-82.9769931,DT07,2,0,24,4,CONT_LR,D3,R2,19
2322,1,256344,24.5608654,-82.9522934,DT07,2,0,22.5,4,CONT_LR,D3,R1,19
2323,1,468759,24.6282335,-82.978524,DT07,2,0,30.3,4,CONT_LR,D3,R1,19
2324,1,426111,24.6154928,-82.9862238,DT07,2,0,25.3,4,CONT_LR,D3,R1,19
2325,1,260017,24.5620976,-82.9616902,DT07,2,0,22.3,4,CONT_LR,D3,R1,19
2326,1,549465,24.6519732,-82.9581536,DT07,2,26,29.5,4,CONT_HR,D3,R1,20
2327,1,257487,24.5607674,-82.9942443,DT08,2,0,27.6,4,REEF_HR,D3,R4,21
2328,1,391467,24.6049952,-82.9949451,DT08,2,0,25.3,4,CONT_MR,D3,R3,21
2329,1,401955,24.6081675,-82.9940079,DT08,2,0,26.4,4,ISOL_MR,D3,R4,21
2330,1,364725,24.5968325,-82.9977778,DT08,2,0,27.4,4,REEF_MR,D3,R4,21
2331,1,272450,24.5663329,-82.9829801,DT08,2,0,26,4,REEF_MR,D3,R3,21
2332,1,376525,24.6004691,-82.9958607,DT08,2,0,23.6,4,REEF_HR,D3,R4,21
2333,1,276240,24.5677258,-82.9800405,DT08,2,0,24.6,4,REEF_HR,D3,R4,21
2334,1,267412,24.5643843,-82.993808,DT08,2,0,25.5,4,REEF_HR,D3,R4,21
2335,1,508923,24.640123,-82.9668584,DT08,2,26,23.1,4,CONT_MR,D3,R4,22
2336,1,317048,24.5829082,-82.8874725,DT08,2,26,23.5,4,CONT_HR,D3,R4,22
2337,1,680251,24.7241685,-82.7793855,DT09,2,0,23.2,4,CONT_MR,D3,RU,23
2338,1,676418,24.7215248,-82.7739113,DT09,2,0,27.1,4,CONT_MR,D3,RU,23
2339,1,231164,24.5512853,-82.9600414,DT09,2,0,23.1,4,ISOL_MR,D3,RU,23
2340,1,253870,24.5597831,-82.9660962,DT09,2,0,24.5,4,CONT_LR,D3,RU,23
2341,1,676412,24.7214897,-82.7768762,DT09,2,0,25.4,4,ISOL_LR,D3,RU,23
2342,1,472217,24.6315469,-82.7859731,DT09,2,0,23.4,4,CONT_LR,D3,RU,23
2343,1,657070,24.7084472,-82.7727376,DT09,2,0,22.8,4,CONT_MR,D3,RU,23
2344,1,696525,24.73619,-82.7933965,DT09,2,0,23.5,4,CONT_MR,D3,RU,23
2345,1,276277,24.5679647,-82.9617816,DT09,2,26,24,4,ISOL_HR,D3,RU,24
2346,1,308981,24.5802063,-82.8869383,DT09,2,26,25,4,CONT_LR,D3,RU,24
2347,1,443093,24.6224129,-82.8322635,DT09,2,26,24.6,4,SPGR_HR,D3,RU,24
2348,1,512039,24.6410773,-82.9629224,DT09,2,26,25.6,4,CONT_LR,D3,RU,24
2349,1,453497,24.6239146,-82.9636418,DT09,2,26,22.3,4,ISOL_HR,D3,RU,24
2350,1,290357,24.5729034,-82.9638329,DT09,2,26,22.9,4,CONT_LR,D3,RU,24
2351,1,444561,24.622537,-82.8589318,DT09,2,26,24,4,SPGR_HR,D3,RU,24
2352,1,286610,24.5724035,-82.8971874,DT09,2,26,27.3,4,CONT_LR,D3,RU,24
2353,1,680109,24.7233193,-82.8495539,DT09,2,26,26.3,4,CONT_MR,D3,RU,24
2354,1,443124,24.6225986,-82.8169574,DT09,2,26,24,4,SPGR_LR,D3,RU,24
2355,1,676859,24.7207435,-82.8752147,DT09,2,26,23.5,4,CONT_LR,D3,RU,24
2356,1,651546,24.7048363,-82.7726865,DT09,2,26,23.3,4,CONT_HR,D3,RU,24
2357,1,620698,24.6849767,-82.7724054,DT09,2,26,22.4,4,CONT_MR,D3,RU,24
2358,1,490341,24.6347202,-82.9657861,DT09,2,26,25.5,4,CONT_HR,D3,RU,24
2359,1,456859,24.6267381,-82.8105973,DT09,2,26,23.9,4,SPGR_HR,D3,RU,24
2360,2,392810,24.6044126,-83.0714621,DT04,0,0,21.5,3,CONT_LR,D2,R2,1
2361,2,541403,24.6480981,-83.078603,DT04,0,0,17.2,3,CONT_LR,D2,R1,1
2362,2,524315,24.6436082,-83.043958,DT04,0,0,18.4,3,CONT_LR,D2,R1,1
2363,2,497938,24.6360769,-83.0334647,DT04,0,0,15.3,3,CONT_LR,D2,R1,1
2364,2,479427,24.6307747,-83.0249839,DT04,0,0,19.4,3,CONT_LR,D2,R2,1
2365,2,471650,24.6279607,-83.0659246,DT04,0,0,16.4,3,CONT_LR,D2,R2,1
2366,2,456338,24.6234208,-83.0678251,DT04,0,0,16.8,3,CONT_LR,D2,R1,1
2367,2,474715,24.6287886,-83.0713701,DT04,0,0,15.8,3,CONT_LR,D2,R1,1
2368,2,482437,24.6311807,-83.0615332,DT04,0,0,16.5,3,CONT_LR,D2,R2,1
2369,2,546195,24.650167,-83.0262845,DT04,0,0,18.2,3,CONT_LR,D2,R1,1
2370,2,457890,24.624048,-83.0549969,DT04,0,0,15.4,3,CONT_LR,D2,R1,1
2371,2,459401,24.6243979,-83.0624095,DT04,0,0,14.7,3,CONT_LR,D2,R2,1
2372,2,484000,24.6317738,-83.0511727,DT04,0,0,17.1,3,CONT_LR,D2,R1,1
2373,2,395808,24.6053287,-83.0704898,DT04,0,0,19.9,3,CONT_LR,D2,R1,1
2374,2,513367,24.6400297,-83.0745186,DT04,0,0,16.4,3,CONT_LR,D2,R2,1
2375,2,394309,24.6048707,-83.070976,DT05,0,0,20.4,3,CONT_LR,D2,R4,2
2376,2,471707,24.6283448,-83.0377838,DT05,0,0,15.1,3,CONT_LR,D2,R4,2
2377,2,467108,24.627011,-83.0362808,DT05,0,0,18.2,3,CONT_LR,D2,R3,2
2378,2,483925,24.631264,-83.0882006,DT05,0,0,17,3,CONT_LR,D2,R4,2
2379,2,441074,24.6187719,-83.077624,DT05,0,0,13.8,3,CONT_MR,D2,R4,2
2380,2,436525,24.6174521,-83.0751333,DT05,0,0,14.7,3,CONT_LR,D2,R4,2
2381,2,470061,24.6271339,-83.0930699,DT05,0,0,20.4,3,CONT_LR,D2,R3,2
2382,2,445676,24.6203702,-83.0598745,DT05,0,0,14.5,3,CONT_LR,D2,R4,2
2383,2,527331,24.643831,-83.0933482,DT05,0,0,21.4,3,CONT_LR,D2,R3,2
2384,2,447193,24.6207877,-83.0623502,DT05,0,0,14.7,3,CONT_LR,D2,R4,2
2385,2,459368,24.6241736,-83.0787008,DT05,0,0,15,3,CONT_LR,D2,R4,2
2386,2,425902,24.614095,-83.0893966,DT05,0,0,17,3,CONT_MR,D2,R3,2
2387,2,528927,24.6445425,-83.0745932,DT05,0,0,15.8,3,CONT_MR,D2,R4,2
2388,2,550740,24.6504829,-83.1018553,DT05,0,0,21.3,3,CONT_MR,D2,R4,2
2389,2,465482,24.6259377,-83.0816928,DT05,0,0,15.3,3,CONT_LR,D2,R4,2
2390,2,544509,24.6488775,-83.0875058,DT05,0,0,18.1,3,CONT_LR,D2,R4,2
2391,2,436493,24.6172333,-83.09093,DT05,0,0,18.4,3,CONT_LR,D2,R4,2
2392,2,401844,24.6074312,-83.0488005,DT05,0,0,20,3,CONT_LR,D2,R3,2
2393,2,457822,24.6235855,-83.0885668,DT05,0,0,18,3,CONT_LR,D2,R4,2
2394,2,541463,24.6485051,-83.0489766,DT05,0,0,17.1,3,CONT_LR,D2,R4,2
2395,2,322163,24.5824555,-83.0597473,DT07,0,0,28.1,3,CONT_LR,D3,R1,3
2396,2,266057,24.563225,-83.0466005,DT07,0,0,26.5,3,CONT_LR,D3,R2,3
2397,2,407879,24.6094173,-83.035502,DT07,0,0,28.5,3,ISOL_MR,D3,R1,3
2398,2,394328,24.6049995,-83.0615975,DT07,0,0,22.9,3,CONT_LR,D3,R1,3
2399,2,391363,24.6043058,-83.046281,DT07,0,0,24.4,3,CONT_LR,D3,R2,3
2400,2,385310,24.6020609,-83.0783352,DT07,0,0,23.7,3,CONT_LR,D3,R1,3
2401,2,330480,24.5853046,-83.0494275,DT07,0,0,26.4,3,CONT_LR,D3,R1,3
2402,2,494860,24.6352943,-83.0245629,DT07,0,0,23.2,3,CONT_LR,D3,R1,3
2403,2,336039,24.5870223,-83.0558729,DT07,0,0,27.4,3,CONT_LR,D3,R2,3
2404,2,391269,24.6036676,-83.0926792,DT07,0,0,29.6,3,CONT_LR,D3,R1,3
2405,2,404753,24.6077428,-83.0917596,DT07,0,0,24.3,3,CONT_LR,D3,R1,3
2406,2,370439,24.5975821,-83.0757928,DT07,0,0,25.5,3,CONT_LR,D3,R1,3
2407,2,419829,24.6121455,-83.0997326,DT07,0,0,31.3,3,CONT_LR,D3,R2,3
2408,2,374932,24.599308,-83.0486682,DT07,0,0,27.3,3,CONT_LR,D3,R2,3
2409,2,360183,24.5943414,-83.0816634,DT07,0,0,28.2,3,CONT_LR,D3,R1,3
2410,2,529051,24.6453753,-83.0133662,DT08,0,0,28.7,3,ISOL_LR,D3,R4,4
2411,2,527501,24.6449769,-83.0094087,DT08,0,0,30.3,3,ISOL_MR,D3,R4,4
2412,2,502624,24.6376702,-83.0157119,DT08,0,0,29.9,3,ISOL_MR,D3,R4,4
2413,2,391353,24.6042386,-83.0512171,DT08,0,0,23.1,3,CONT_LR,D3,R4,4
2414,2,460850,24.6242954,-83.1024045,DT08,0,0,26.8,3,CONT_MR,D3,R3,4
2415,2,516611,24.6418442,-83.0073831,DT08,0,0,30,3,REEF_HR,D3,R4,4
2416,2,412401,24.6107712,-83.0355239,DT08,0,0,27.7,3,CONT_HR,D3,R4,4
2417,2,379404,24.6007022,-83.0457287,DT08,0,0,27.2,3,CONT_LR,D3,R4,4
2418,2,536864,24.6477309,-83.0059956,DT08,0,0,28.7,3,CONT_LR,D3,R4,4
2419,2,474827,24.6295403,-83.0160752,DT08,0,0,29.4,3,REEF_HR,D3,R4,4
2420,2,566493,24.6554957,-83.0658839,DT04,1,24,16.4,3,CONT_LR,D2,R2,5
2421,2,601894,24.6694514,-83.0685836,DT04,1,24,19,3,ISOL_MR,D2,R2,5
2422,2,619524,24.6815913,-83.0055492,DT04,1,24,21.9,3,CONT_LR,D2,R1,5
2423,2,606216,24.6728977,-83.0143019,DT04,1,24,19.1,3,CONT_LR,D2,R2,5
2424,2,599901,24.6688559,-83.0127551,DT04,1,24,18.4,3,CONT_LR,D2,R1,5
2425,2,574280,24.6578673,-83.0575262,DT04,1,24,16.7,3,CONT_LR,D2,R1,5
2426,2,599864,24.6686099,-83.0310281,DT04,1,24,18,3,CONT_LR,D2,R2,5
2427,2,581467,24.6604265,-83.0353411,DT04,1,24,19.2,3,CONT_LR,D2,R1,5
2428,2,615255,24.6783707,-83.0435365,DT04,1,24,19.8,3,CONT_LR,D2,R2,5
2429,2,607591,24.6736608,-83.0246881,DT04,1,24,21.5,3,CONT_LR,D2,R2,5
2430,2,577266,24.6588644,-83.0506276,DT04,1,24,18.5,3,CONT_LR,D2,R2,5
2431,2,585312,24.6615586,-83.0516595,DT04,1,24,18,3,CONT_LR,D2,R1,5
2432,2,597485,24.6667097,-83.0710081,DT04,1,24,19.7,3,CONT_LR,D2,R2,5
2433,2,566513,24.6556312,-83.0560078,DT04,1,24,15.3,3,CONT_LR,D2,R2,5
2434,2,581346,24.6596049,-83.0950932,DT05,1,24,21.1,3,CONT_LR,D2,R4,6
2435,2,578658,24.6586748,-83.0970533,DT05,1,24,20.8,3,CONT_HR,D2,R4,6
2436,2,560174,24.6534245,-83.085112,DT05,1,24,16.7,3,CONT_LR,D2,R4,6
2437,2,569602,24.6561869,-83.0812066,DT05,1,24,17.9,3,ISOL_MR,D2,R4,6
2438,2,569615,24.6562758,-83.0747872,DT05,1,24,16.6,3,ISOL_LR,D2,R4,6
2439,2,650291,24.700854,-83.0498325,DT05,1,24,20.7,3,CONT_MR,D2,R4,6
2440,2,549319,24.6510162,-83.0302494,DT05,1,24,20.2,3,ISOL_MR,D2,R4,6
2441,2,662095,24.709416,-82.9837585,DT05,1,24,21.5,3,CONT_LR,D2,R4,6
2442,2,638380,24.6931755,-83.0502008,DT05,1,24,21.6,3,CONT_HR,D2,R4,6
2443,2,593087,24.6645349,-83.0650448,DT05,1,24,17.9,3,CONT_LR,D2,R4,6
2444,2,557097,24.6529235,-83.0559634,DT05,1,24,16.5,3,ISOL_MR,D2,R4,6
2445,2,608917,24.6740389,-83.0632254,DT05,1,24,19.2,3,CONT_LR,D2,R4,6
2446,2,593946,24.6646377,-83.0902378,DT05,1,24,21.1,3,CONT_LR,D2,R4,6
2447,2,629972,24.6878947,-83.0402335,DT05,1,24,21.4,3,CONT_LR,D2,R4,6
2448,2,601896,24.669465,-83.0675959,DT05,1,24,19.2,3,CONT_LR,D2,R3,6
2449,2,615197,24.677978,-83.0721823,DT05,1,24,20,3,CONT_LR,D2,R4,6
2450,2,661395,24.7087943,-82.9965963,DT05,1,24,15.4,3,CONT_LR,D2,R4,6
2451,2,560238,24.6538598,-83.0535092,DT05,1,24,18.5,3,CONT_LR,D2,R4,6
2452,2,623747,24.6843716,-83.0001592,DT05,1,24,21.8,3,CONT_LR,D2,R3,6
2453,2,610302,24.6748122,-83.0726239,DT05,1,24,20.2,3,CONT_LR,D2,R3,6
2454,2,607484,24.6729389,-83.0775328,DT05,1,24,21.1,3,CONT_LR,D2,R4,6
2455,2,672740,24.716591,-82.9873315,DT05,1,24,17.2,3,CONT_LR,D2,R4,6
2456,2,621619,24.6828725,-83.011004,DT05,1,24,19.3,3,ISOL_HR,D2,R4,6
2457,2,598340,24.6677607,-83.0270626,DT05,1,24,20.7,3,CONT_LR,D2,R4,6
2458,2,622213,24.6825997,-83.0643544,DT05,1,24,21.8,3,CONT_LR,D2,R4,6
2459,2,580059,24.65953,-83.067926,DT05,1,24,15.7,3,CONT_LR,D2,R4,6
2460,2,615876,24.6782994,-83.0815736,DT05,1,24,20.2,3,CONT_HR,D2,R4,6
2461,2,603964,24.6705318,-83.0883602,DT05,1,24,21.1,3,CONT_MR,D2,R4,6
2462,2,578741,24.6592415,-83.056067,DT05,1,24,15.9,3,CONT_LR,D2,R4,6
2463,2,550889,24.6514942,-83.0282815,DT05,1,24,19.4,3,CONT_LR,D2,R4,6
2464,2,593970,24.6648022,-83.0783858,DT05,1,24,19.1,3,CONT_LR,D2,R3,6
2465,2,634858,24.690865,-83.0541155,DT05,1,24,21.1,3,CONT_LR,D2,R4,6
2466,2,646812,24.6986179,-83.0483136,DT05,1,24,19.6,3,CONT_MR,D2,R4,6
2467,2,609021,24.674736,-83.0118615,DT05,1,24,20.7,3,CONT_LR,D2,R4,6
2468,2,546201,24.6502069,-83.0233217,DT05,1,24,16.3,3,CONT_LR,D2,R4,6
2469,2,604711,24.6712905,-83.0661441,DT05,1,24,20.4,3,CONT_LR,D2,R3,6
2470,2,642619,24.6960648,-83.0369081,DT05,1,24,21.8,3,ISOL_MR,D2,R4,6
2471,2,617306,24.6794339,-83.0647963,DT05,1,24,21.7,3,CONT_LR,D2,R4,6
2472,2,601908,24.6695465,-83.0616696,DT05,1,24,17.6,3,CONT_LR,D2,R3,6
2473,2,617325,24.6795627,-83.0554122,DT05,1,24,21.4,3,CONT_HR,D2,R4,6
2474,2,657353,24.7064392,-82.9698756,DT07,1,24,32.9,3,CONT_LR,D3,R2,7
2475,2,648334,24.7003573,-82.9860855,DT07,1,24,28.8,3,CONT_LR,D3,R2,7
2476,2,565072,24.6560382,-82.9922984,DT07,1,24,30.5,3,CONT_LR,D3,R2,7
2477,2,634244,24.6910024,-83.0106405,DT07,1,24,24.1,3,CONT_LR,D3,R2,7
2478,2,634191,24.6906494,-83.03682,DT07,1,24,25.4,3,CONT_LR,D3,R2,7
2479,2,632895,24.6904614,-82.9834582,DT07,1,24,28.4,3,CONT_LR,D3,R1,7
2480,2,622361,24.6835872,-82.991254,DT07,1,24,26.4,3,CONT_LR,D3,R2,7
2481,2,649749,24.7014359,-82.9727616,DT07,1,24,32.8,3,CONT_LR,D3,R2,7
2482,2,668105,24.7132941,-82.9976564,DT07,1,24,28.2,3,CONT_HR,D3,R2,7
2483,2,575855,24.6589142,-83.0135834,DT08,1,24,25,3,ISOL_MR,D3,R4,8
2484,2,569765,24.6572806,-83.000715,DT08,1,24,28.7,3,CONT_LR,D3,R4,8
2485,2,655814,24.7043764,-83.0563136,DT08,1,24,32.9,3,CONT_HR,D3,R4,8
2486,2,618841,24.6812651,-82.9961574,DT08,1,24,22.2,3,CONT_LR,D3,R4,8
2487,2,631539,24.6898703,-82.9597336,DT08,1,24,32.7,3,REEF_MR,D3,R3,8
2488,2,620213,24.6819567,-83.0119774,DT08,1,24,24.8,3,ISOL_HR,D3,R4,8
2489,2,663997,24.709974,-83.043064,DT08,1,24,24.1,3,CONT_HR,D3,R4,8
2490,2,614570,24.6780066,-83.0371085,DT08,1,24,23.7,3,ISOL_HR,D3,R4,8
2491,2,668723,24.7134276,-83.0213778,DT08,1,24,32.4,3,CONT_HR,D3,R4,8
2492,2,669383,24.7138389,-83.0243494,DT08,1,24,31.1,3,CONT_HR,D3,R3,8
2493,2,554048,24.6525762,-83.0149634,DT08,1,24,25.1,3,ISOL_MR,D3,R4,8
2494,2,633499,24.6902651,-83.0318732,DT08,1,24,24.9,3,CONT_LR,D3,R4,8
2495,2,655820,24.704417,-83.0533496,DT08,1,24,26,3,CONT_HR,D3,R4,8
2496,2,682983,24.7238314,-82.9859639,DT08,1,24,28.4,3,CONT_HR,D3,R4,8
2497,2,609060,24.6749929,-82.9925995,DT08,1,24,23.7,3,CONT_MR,D3,R3,8
2498,2,644097,24.6974592,-83.0003682,DT08,1,24,23.2,3,CONT_HR,D3,R3,8
2499,2,628530,24.6867358,-83.0589881,DT08,1,24,22.3,3,CONT_LR,D3,R4,8
2500,2,665460,24.7116921,-82.9823121,DT08,1,24,26.3,3,CONT_LR,D3,R4,8
2501,2,626530,24.6860647,-83.008585,DT08,1,24,25,3,ISOL_MR,D3,R4,8
2502,2,667470,24.713046,-82.9823336,DT08,1,24,25.5,3,CONT_LR,D3,R4,8
2503,2,655815,24.7043832,-83.0558196,DT08,1,24,31.5,3,CONT_HR,D3,R4,8
2504,2,664021,24.7101351,-83.0312074,DT08,1,24,28.2,3,CONT_HR,D3,R4,8
2505,2,657874,24.7058249,-83.0494197,DT08,1,24,22.8,3,CONT_HR,D3,R4,8
2506,2,666695,24.7118732,-83.036177,DT08,1,24,26,3,CONT_HR,D3,R4,8
2507,2,664028,24.7101819,-83.0277492,DT08,1,24,29.5,3,CONT_HR,D3,R3,8
2508,2,669356,24.7136583,-83.0376885,DT08,1,24,25.6,3,CONT_LR,D3,R4,8
2509,2,547783,24.6507644,-83.0154283,DT08,1,24,23,3,ISOL_MR,D3,R4,8
2510,2,628660,24.687603,-82.9947762,DT08,1,24,25.6,3,CONT_MR,D3,R4,8
2511,2,632720,24.689294,-83.0698992,DT08,1,24,27.4,3,CONT_HR,D3,R3,8
2512,2,620923,24.6824609,-83.0080332,DT08,1,24,25,3,CONT_LR,D3,R4,8
2513,2,561924,24.6550832,-82.9962346,DT08,1,24,29.4,3,CONT_LR,D3,R4,8
2514,2,561928,24.6551094,-82.9942593,DT08,1,24,28.7,3,CONT_LR,D3,R4,8
2515,2,658595,24.7065114,-83.0321368,DT08,1,24,27.6,3,CONT_HR,D3,R4,8
2516,2,665129,24.7133611,-82.8148136,DT01,2,26,5.1,4,CONT_LR,D1,R2,9
2517,2,495235,24.6376741,-82.8394005,DT01,2,26,8.8,4,CONT_LR,D1,R2,9
2518,2,570166,24.6597876,-82.8026763,DT01,2,26,10.6,4,ISOL_MR,D1,R2,9
2519,2,387213,24.6051655,-82.8764501,DT01,2,26,3.9,4,CONT_LR,D1,R2,9
2520,2,337766,24.5895914,-82.8944843,DT01,2,26,11,4,SPGR_LR,D1,R2,9
2521,2,363515,24.5979564,-82.8753551,DT01,2,26,5.9,4,CONT_LR,D1,R2,9
2522,2,461265,24.6270206,-82.8975175,DT01,2,26,4.5,4,ISOL_HR,D1,R2,9
2523,2,442862,24.62098,-82.946313,DT01,2,26,4.3,4,CONT_LR,D1,R2,9
2524,2,328035,24.5865126,-82.8880202,DT01,2,26,10.8,4,ISOL_LR,D1,R2,9
2525,2,646569,24.701091,-82.8215537,DT01,2,26,3,4,CONT_LR,D1,R2,9
2526,2,382727,24.6037869,-82.8784045,DT01,2,26,4.5,4,ISOL_LR,D1,R2,9
2527,2,362016,24.5972516,-82.8955871,DT01,2,26,5.1,4,CONT_LR,D1,R2,9
2528,2,645901,24.7008426,-82.8047493,DT01,2,26,3.1,4,ISOL_LR,D1,R2,9
2529,2,624868,24.6874383,-82.7931921,DT01,2,26,3.3,4,CONT_LR,D1,R2,9
2530,2,510814,24.64266,-82.8004547,DT01,2,26,8.3,4,ISOL_LR,D1,R2,9
2531,2,555949,24.6551552,-82.8495357,DT01,2,26,6.4,4,ISOL_MR,D1,R2,9
2532,2,659073,24.709525,-82.7959793,DT01,2,26,8.2,4,CONT_LR,D1,R2,9
2533,2,639526,24.6964633,-82.8308747,DT01,2,26,7,4,ISOL_LR,D1,R2,9
2534,2,479764,24.6329239,-82.8585917,DT01,2,26,11.5,4,SPGR_HR,D1,R2,9
2535,2,615720,24.6813215,-82.8138553,DT01,2,26,3.8,4,ISOL_MR,D1,R2,9
2536,2,461298,24.6272254,-82.881224,DT02,2,26,5.3,4,ISOL_MR,D1,R4,10
2537,2,518591,24.6449581,-82.7970302,DT02,2,26,11.6,4,CONT_LR,D1,R3,10
2538,2,458134,24.6256461,-82.9345336,DT02,2,26,3.5,4,CONT_LR,D1,R3,10
2539,2,529336,24.647195,-82.8726326,DT02,2,26,6.6,4,ISOL_MR,D1,R3,10
2540,2,652906,24.7055749,-82.7865336,DT02,2,26,9.6,4,CONT_LR,D1,R3,10
2541,2,649345,24.7028001,-82.8294849,DT02,2,26,5.4,4,CONT_LR,D1,R3,10
2542,2,510763,24.6423562,-82.8256397,DT02,2,26,6.1,4,ISOL_LR,D1,R3,10
2543,2,510563,24.6411241,-82.9244004,DT02,2,26,8.3,4,ISOL_LR,D1,R4,10
